wordform	normal_form	POS	animacy	aspect	case	gender	involvement	mood	number	person	tense	transitivity	voice
как	как	CONJ	None	None	None	None	None	None	None	None	None	None	None
гром	гром	NOUN	inan	None	nomn	masc	None	None	sing	None	None	None	None
не	не	PRCL	None	None	None	None	None	None	None	None	None	None	None
оглушал	оглушать	VERB	None	impf	None	masc	None	indc	sing	None	past	tran	None
меня	я	NPRO	None	None	accs	None	None	None	sing	1per	None	None	None
а	а	CONJ	None	None	None	None	None	None	None	None	None	None	None
всё	весь	ADJF	None	None	nomn	None	None	None	plur	None	None	None	None
же	же	PRCL	None	None	None	None	None	None	None	None	None	None	None
был	быть	VERB	None	impf	None	masc	None	indc	sing	None	past	intr	None
похож	похожий	ADJS	None	None	None	masc	None	None	sing	None	None	None	None
на	на	PREP	None	None	None	None	None	None	None	None	None	None	None
обыкновенный	обыкновенный	ADJF	None	None	nomn	masc	None	None	sing	None	None	None	None
человеческий	человеческий	ADJF	None	None	nomn	masc	None	None	sing	None	None	None	None
голос	голос	NOUN	inan	None	nomn	masc	None	None	sing	None	None	None	None
итак	итак	CONJ	None	None	None	None	None	None	None	None	None	None	None
вы	вы	NPRO	None	None	nomn	None	None	None	plur	2per	None	None	None
тоже	тоже	ADVB	None	None	None	None	None	None	None	None	None	None	None
вы	вы	NPRO	None	None	nomn	None	None	None	plur	2per	None	None	None
строитель	строитель	NOUN	anim	None	nomn	masc	None	None	sing	None	None	None	None
интеграла	интеграл	NOUN	inan	None	gent	masc	None	None	sing	None	None	None	None
вы	вы	NPRO	None	None	nomn	None	None	None	plur	2per	None	None	None
кому	кома	NOUN	inan	None	accs	femn	None	None	sing	None	None	None	None
дано	дать	PRTS	None	perf	None	neut	None	None	sing	None	past	None	pssv
было	быть	VERB	None	impf	None	neut	None	indc	sing	None	past	intr	None
стать	стать	INFN	None	perf	None	None	None	None	None	None	None	intr	None
величайшим	великий	ADJF	None	None	ablt	masc	None	None	sing	None	None	None	None
конквистадором	конквистадор	NOUN	anim	None	ablt	masc	None	None	sing	None	None	None	None
вы	вы	NPRO	None	None	nomn	None	None	None	plur	2per	None	None	None
чьё	чей	ADJF	None	None	nomn	neut	None	None	sing	None	None	None	None
имя	имя	NOUN	inan	None	accs	neut	None	None	sing	None	None	None	None
должно	должный	ADJS	None	None	None	neut	None	None	sing	None	None	None	None
было	быть	VERB	None	impf	None	neut	None	indc	sing	None	past	intr	None
начать	начать	INFN	None	perf	None	None	None	None	None	None	None	tran	None
новую	новый	ADJF	None	None	accs	femn	None	None	sing	None	None	None	None
блистательную	блистательный	ADJF	None	None	accs	femn	None	None	sing	None	None	None	None
главу	глава	NOUN	anim	None	accs	masc	None	None	sing	None	None	None	None
истории	история	NOUN	inan	None	loct	femn	None	None	sing	None	None	None	None
единого	единый	ADJF	None	None	gent	neut	None	None	sing	None	None	None	None
государства	государство	NOUN	inan	None	gent	neut	None	None	sing	None	None	None	None
вы	вы	NPRO	None	None	nomn	None	None	None	plur	2per	None	None	None
кровь	кровь	NOUN	inan	None	nomn	femn	None	None	sing	None	None	None	None
плеснула	плеснуть	VERB	None	perf	None	femn	None	indc	sing	None	past	tran	None
мне	я	NPRO	None	None	datv	None	None	None	sing	1per	None	None	None
в	в	PREP	None	None	None	None	None	None	None	None	None	None	None
голову	голова	NOUN	inan	None	accs	femn	None	None	sing	None	None	None	None
в	в	PREP	None	None	None	None	None	None	None	None	None	None	None
щёки	щека	NOUN	inan	None	gent	femn	None	None	sing	None	None	None	None
опять	опять	ADVB	None	None	None	None	None	None	None	None	None	None	None
белая	белый	ADJF	None	None	nomn	femn	None	None	sing	None	None	None	None
страница	страница	NOUN	inan	None	nomn	femn	None	None	sing	None	None	None	None
только	только	PRCL	None	None	None	None	None	None	None	None	None	None	None
в	в	PREP	None	None	None	None	None	None	None	None	None	None	None
висках	висок	NOUN	inan	None	loct	masc	None	None	plur	None	None	None	None
пульс	пульс	NOUN	inan	None	nomn	masc	None	None	sing	None	None	None	None
и	и	CONJ	None	None	None	None	None	None	None	None	None	None	None
вверху	вверху	ADVB	None	None	None	None	None	None	None	None	None	None	None
гулкий	гулкий	ADJF	None	None	nomn	masc	None	None	sing	None	None	None	None
голос	голос	NOUN	inan	None	nomn	masc	None	None	sing	None	None	None	None
но	но	CONJ	None	None	None	None	None	None	None	None	None	None	None
ни	ни	PRCL	None	None	None	None	None	None	None	None	None	None	None
одного	один	ADJF	None	None	gent	neut	None	None	sing	None	None	None	None
слова	слово	NOUN	inan	None	gent	neut	None	None	sing	None	None	None	None
лишь	лишь	PRCL	None	None	None	None	None	None	None	None	None	None	None
когда	когда	CONJ	None	None	None	None	None	None	None	None	None	None	None
он	он	NPRO	None	None	nomn	masc	None	None	sing	3per	None	None	None
замолк	замолкнуть	VERB	None	perf	None	masc	None	indc	sing	None	past	intr	None
я	я	NPRO	None	None	nomn	None	None	None	sing	1per	None	None	None
очнулся	очнуться	VERB	None	perf	None	masc	None	indc	sing	None	past	intr	None
я	я	NPRO	None	None	nomn	None	None	None	sing	1per	None	None	None
увидел	увидеть	VERB	None	perf	None	masc	None	indc	sing	None	past	tran	None
рука	рука	NOUN	inan	None	nomn	femn	None	None	sing	None	None	None	None
двинулась	двинуться	VERB	None	perf	None	femn	None	indc	sing	None	past	intr	None
стопудово	стопудовый	ADJS	None	None	None	neut	None	None	sing	None	None	None	None
медленно	медленно	ADVB	None	None	None	None	None	None	None	None	None	None	None
поползла	поползти	VERB	None	perf	None	femn	None	indc	sing	None	past	intr	None
на	на	PREP	None	None	None	None	None	None	None	None	None	None	None
меня	я	NPRO	None	None	accs	None	None	None	sing	1per	None	None	None
уставился	уставиться	VERB	None	perf	None	masc	None	indc	sing	None	past	intr	None
палец	палец	NOUN	inan	None	accs	masc	None	None	sing	None	None	None	None
ну	ну	PRCL	None	None	None	None	None	None	None	None	None	None	None
что	что	CONJ	None	None	None	None	None	None	None	None	None	None	None
же	же	PRCL	None	None	None	None	None	None	None	None	None	None	None
вы	вы	NPRO	None	None	nomn	None	None	None	plur	2per	None	None	None
молчите	молчать	VERB	None	impf	None	None	None	indc	plur	2per	pres	intr	None
так	так	CONJ	None	None	None	None	None	None	None	None	None	None	None
или	или	CONJ	None	None	None	None	None	None	None	None	None	None	None
нет	нет	PRED	None	None	None	None	None	None	None	None	pres	None	None
палач	палач	NOUN	anim	None	nomn	masc	None	None	sing	None	None	None	None
так	так	CONJ	None	None	None	None	None	None	None	None	None	None	None
покорно	покорно	ADVB	None	None	None	None	None	None	None	None	None	None	None
ответил	ответить	VERB	None	perf	None	masc	None	indc	sing	None	past	intr	None
я.	я.	None	None	None	None	None	None	None	None	None	None	None	None
и	и	CONJ	None	None	None	None	None	None	None	None	None	None	None
дальше	далёкий	COMP	None	None	None	None	None	None	None	None	None	None	None
ясно	ясно	ADVB	None	None	None	None	None	None	None	None	None	None	None
слышал	слышать	VERB	None	impf	None	masc	None	indc	sing	None	past	tran	None
каждое	каждый	ADJF	None	None	nomn	neut	None	None	sing	None	None	None	None
его	он	NPRO	None	None	accs	masc	None	None	sing	3per	None	None	None
слово	слово	NOUN	inan	None	nomn	neut	None	None	sing	None	None	None	None
что	что	CONJ	None	None	None	None	None	None	None	None	None	None	None
же	же	PRCL	None	None	None	None	None	None	None	None	None	None	None
вы	вы	NPRO	None	None	nomn	None	None	None	plur	2per	None	None	None
думаете	думать	VERB	None	impf	None	None	None	indc	plur	2per	pres	intr	None
я	я	NPRO	None	None	nomn	None	None	None	sing	1per	None	None	None
боюсь	бояться	VERB	None	impf	None	None	None	indc	sing	1per	pres	intr	None
этого	это	NPRO	None	None	gent	neut	None	None	sing	None	None	None	None
слова	слово	NOUN	inan	None	gent	neut	None	None	sing	None	None	None	None
а	а	CONJ	None	None	None	None	None	None	None	None	None	None	None
вы	вы	NPRO	None	None	nomn	None	None	None	plur	2per	None	None	None
пробовали	пробовать	VERB	None	impf	None	None	None	indc	plur	None	past	tran	None
когда-нибудь	когда-нибудь	ADVB	None	None	None	None	None	None	None	None	None	None	None
содрать	содрать	INFN	None	perf	None	None	None	None	None	None	None	tran	None
с	с	PREP	None	None	None	None	None	None	None	None	None	None	None
него	он	NPRO	None	None	gent	masc	None	None	sing	3per	None	None	None
скорлупу	скорлупа	NOUN	inan	None	accs	femn	None	None	sing	None	None	None	None
и	и	CONJ	None	None	None	None	None	None	None	None	None	None	None
посмотреть	посмотреть	INFN	None	perf	None	None	None	None	None	None	None	tran	None
что	что	CONJ	None	None	None	None	None	None	None	None	None	None	None
там	там	ADVB	None	None	None	None	None	None	None	None	None	None	None
внутри	внутри	PREP	None	None	None	None	None	None	None	None	None	None	None
я	я	NPRO	None	None	nomn	None	None	None	sing	1per	None	None	None
вам	вы	NPRO	None	None	datv	None	None	None	plur	2per	None	None	None
сейчас	сейчас	ADVB	None	None	None	None	None	None	None	None	None	None	None
покажу	показать	VERB	None	perf	None	None	None	indc	sing	1per	futr	tran	None
вспомните	вспомнить	VERB	None	perf	None	None	None	indc	plur	2per	futr	tran	None
синий	синий	ADJF	inan	None	accs	masc	None	None	sing	None	None	None	None
холм	холм	NOUN	inan	None	nomn	masc	None	None	sing	None	None	None	None
крест	крест	NOUN	inan	None	nomn	masc	None	None	sing	None	None	None	None
толпа	толпа	NOUN	inan	None	nomn	femn	None	None	sing	None	None	None	None
одни	один	ADJF	None	None	nomn	None	None	None	plur	None	None	None	None
вверху	вверху	ADVB	None	None	None	None	None	None	None	None	None	None	None
обрызганные	обрызгать	PRTF	None	perf	nomn	None	None	None	plur	None	past	tran	pssv
кровью	кровь	NOUN	inan	None	ablt	femn	None	None	sing	None	None	None	None
прибивают	прибивать	VERB	None	impf	None	None	None	indc	plur	3per	pres	tran	None
тело	тело	NOUN	inan	None	accs	neut	None	None	sing	None	None	None	None
к	к	PREP	None	None	None	None	None	None	None	None	None	None	None
кресту	крест	NOUN	inan	None	datv	masc	None	None	sing	None	None	None	None
другие	другой	ADJF	None	None	nomn	None	None	None	plur	None	None	None	None
внизу	внизу	ADVB	None	None	None	None	None	None	None	None	None	None	None
обрызганные	обрызгать	PRTF	None	perf	nomn	None	None	None	plur	None	past	tran	pssv
слезами	слеза	NOUN	inan	None	ablt	femn	None	None	plur	None	None	None	None
смотрят	смотреть	VERB	None	impf	None	None	None	indc	plur	3per	pres	tran	None
не	не	PRCL	None	None	None	None	None	None	None	None	None	None	None
кажется	кажется	CONJ	None	None	None	None	None	None	None	None	None	None	None
ли	ли	PRCL	None	None	None	None	None	None	None	None	None	None	None
вам	вы	NPRO	None	None	datv	None	None	None	plur	2per	None	None	None
что	что	CONJ	None	None	None	None	None	None	None	None	None	None	None
роль	роль	NOUN	inan	None	accs	femn	None	None	sing	None	None	None	None
тех	тот	ADJF	None	None	gent	None	None	None	plur	None	None	None	None
верхних	верхний	ADJF	None	None	gent	None	None	None	plur	None	None	None	None
самая	самый	ADJF	None	None	nomn	femn	None	None	sing	None	None	None	None
трудная	трудный	ADJF	None	None	nomn	femn	None	None	sing	None	None	None	None
самая	самый	ADJF	None	None	nomn	femn	None	None	sing	None	None	None	None
важная	важный	ADJF	None	None	nomn	femn	None	None	sing	None	None	None	None
да	да	PRCL	None	None	None	None	None	None	None	None	None	None	None
не	не	PRCL	None	None	None	None	None	None	None	None	None	None	None
будь	быть	VERB	None	impf	None	None	excl	impr	sing	None	None	intr	None
их	они	NPRO	None	None	gent	None	None	None	plur	3per	None	None	None
разве	разве	PRCL	None	None	None	None	None	None	None	None	None	None	None
была	быть	VERB	None	impf	None	femn	None	indc	sing	None	past	intr	None
бы	бы	PRCL	None	None	None	None	None	None	None	None	None	None	None
поставлена	поставить	PRTS	None	perf	None	femn	None	None	sing	None	past	None	pssv
вся	весь	ADJF	None	None	nomn	femn	None	None	sing	None	None	None	None
эта	этот	ADJF	None	None	nomn	femn	None	None	sing	None	None	None	None
